scenario_id,repeat,mode,defect,decision,first_decision,defect_intercepted,correct_control_action,retry_performed,retry_count,handoff_present,handoff_reason,human_review_present,latency_ms
MCP_SEARCH_TIMEOUT_RECOVERY,3,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RETRY_BUDGET_EXHAUSTION,3,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
NO_EVIDENCE_FAIL_CLOSED,3,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
SAFETY_CONFLICT_FAIL_CLOSED,3,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNSUPPORTED_FUNCTION_HITL,3,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
PROCESSING_TIMEOUT_HANDOFF,3,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_NONRETRYABLE_HANDOFF,3,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RUNTIME_PRODUCT_NOT_APPROVED,3,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
VALID_CONTROL,4,OFF,False,BYPASS,,False,True,False,,False,,False,0.0
CROSS_PRODUCT_EVIDENCE_RECOVERY,4,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNVERIFIED_EVIDENCE_RECOVERY,4,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
OUTPUT_SCHEMA_REGENERATION,4,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_SEARCH_TIMEOUT_RECOVERY,4,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RETRY_BUDGET_EXHAUSTION,4,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
NO_EVIDENCE_FAIL_CLOSED,4,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
SAFETY_CONFLICT_FAIL_CLOSED,4,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNSUPPORTED_FUNCTION_HITL,4,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
PROCESSING_TIMEOUT_HANDOFF,4,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_NONRETRYABLE_HANDOFF,4,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RUNTIME_PRODUCT_NOT_APPROVED,4,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
VALID_CONTROL,5,OFF,False,BYPASS,,False,True,False,,False,,False,0.0
CROSS_PRODUCT_EVIDENCE_RECOVERY,5,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNVERIFIED_EVIDENCE_RECOVERY,5,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
OUTPUT_SCHEMA_REGENERATION,5,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_SEARCH_TIMEOUT_RECOVERY,5,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RETRY_BUDGET_EXHAUSTION,5,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
NO_EVIDENCE_FAIL_CLOSED,5,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
SAFETY_CONFLICT_FAIL_CLOSED,5,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNSUPPORTED_FUNCTION_HITL,5,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
PROCESSING_TIMEOUT_HANDOFF,5,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_NONRETRYABLE_HANDOFF,5,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RUNTIME_PRODUCT_NOT_APPROVED,5,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
VALID_CONTROL,6,OFF,False,BYPASS,,False,True,False,,False,,False,0.0
CROSS_PRODUCT_EVIDENCE_RECOVERY,6,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNVERIFIED_EVIDENCE_RECOVERY,6,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
OUTPUT_SCHEMA_REGENERATION,6,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_SEARCH_TIMEOUT_RECOVERY,6,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RETRY_BUDGET_EXHAUSTION,6,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
NO_EVIDENCE_FAIL_CLOSED,6,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
SAFETY_CONFLICT_FAIL_CLOSED,6,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNSUPPORTED_FUNCTION_HITL,6,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
PROCESSING_TIMEOUT_HANDOFF,6,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_NONRETRYABLE_HANDOFF,6,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RUNTIME_PRODUCT_NOT_APPROVED,6,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
VALID_CONTROL,7,OFF,False,BYPASS,,False,True,False,,False,,False,0.0
CROSS_PRODUCT_EVIDENCE_RECOVERY,7,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNVERIFIED_EVIDENCE_RECOVERY,7,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
OUTPUT_SCHEMA_REGENERATION,7,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_SEARCH_TIMEOUT_RECOVERY,7,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RETRY_BUDGET_EXHAUSTION,7,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
NO_EVIDENCE_FAIL_CLOSED,7,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
SAFETY_CONFLICT_FAIL_CLOSED,7,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNSUPPORTED_FUNCTION_HITL,7,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
PROCESSING_TIMEOUT_HANDOFF,7,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_NONRETRYABLE_HANDOFF,7,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RUNTIME_PRODUCT_NOT_APPROVED,7,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
VALID_CONTROL,8,OFF,False,BYPASS,,False,True,False,,False,,False,0.0
CROSS_PRODUCT_EVIDENCE_RECOVERY,8,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNVERIFIED_EVIDENCE_RECOVERY,8,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
OUTPUT_SCHEMA_REGENERATION,8,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_SEARCH_TIMEOUT_RECOVERY,8,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RETRY_BUDGET_EXHAUSTION,8,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
NO_EVIDENCE_FAIL_CLOSED,8,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
SAFETY_CONFLICT_FAIL_CLOSED,8,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNSUPPORTED_FUNCTION_HITL,8,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
PROCESSING_TIMEOUT_HANDOFF,8,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_NONRETRYABLE_HANDOFF,8,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RUNTIME_PRODUCT_NOT_APPROVED,8,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
VALID_CONTROL,9,OFF,False,BYPASS,,False,True,False,,False,,False,0.0
CROSS_PRODUCT_EVIDENCE_RECOVERY,9,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNVERIFIED_EVIDENCE_RECOVERY,9,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
OUTPUT_SCHEMA_REGENERATION,9,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_SEARCH_TIMEOUT_RECOVERY,9,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RETRY_BUDGET_EXHAUSTION,9,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
NO_EVIDENCE_FAIL_CLOSED,9,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
SAFETY_CONFLICT_FAIL_CLOSED,9,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNSUPPORTED_FUNCTION_HITL,9,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
PROCESSING_TIMEOUT_HANDOFF,9,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_NONRETRYABLE_HANDOFF,9,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RUNTIME_PRODUCT_NOT_APPROVED,9,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
VALID_CONTROL,10,OFF,False,BYPASS,,False,True,False,,False,,False,0.0
CROSS_PRODUCT_EVIDENCE_RECOVERY,10,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNVERIFIED_EVIDENCE_RECOVERY,10,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
OUTPUT_SCHEMA_REGENERATION,10,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_SEARCH_TIMEOUT_RECOVERY,10,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RETRY_BUDGET_EXHAUSTION,10,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
NO_EVIDENCE_FAIL_CLOSED,10,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
SAFETY_CONFLICT_FAIL_CLOSED,10,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
UNSUPPORTED_FUNCTION_HITL,10,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
PROCESSING_TIMEOUT_HANDOFF,10,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
MCP_NONRETRYABLE_HANDOFF,10,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
RUNTIME_PRODUCT_NOT_APPROVED,10,OFF,True,BYPASS,,False,False,False,,False,,False,0.0
VALID_CONTROL,1,ON,False,PASS,PASS,True,True,False,0,False,,False,15.789
CROSS_PRODUCT_EVIDENCE_RECOVERY,1,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.531
UNVERIFIED_EVIDENCE_RECOVERY,1,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.305
OUTPUT_SCHEMA_REGENERATION,1,ON,True,PASS,RETRY_GENERATION,True,True,True,1,False,,False,2.244
MCP_SEARCH_TIMEOUT_RECOVERY,1,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.374
RETRY_BUDGET_EXHAUSTION,1,ON,True,ESCALATE,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.291
NO_EVIDENCE_FAIL_CLOSED,1,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:NO_EVIDENCE,False,6.697
SAFETY_CONFLICT_FAIL_CLOSED,1,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:SAFETY_CONFLICT,False,2.769
UNSUPPORTED_FUNCTION_HITL,1,ON,True,HUMAN_REVIEW,HUMAN_REVIEW,True,True,False,0,False,,True,6.753
PROCESSING_TIMEOUT_HANDOFF,1,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,AI_PROCESSING_TIMEOUT,False,2.75
MCP_NONRETRYABLE_HANDOFF,1,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,MCP_TOOL_FAILURE,False,2.427
RUNTIME_PRODUCT_NOT_APPROVED,1,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:RUNTIME_PRODUCT_NOT_APPROVED,False,2.487
VALID_CONTROL,2,ON,False,PASS,PASS,True,True,False,0,False,,False,11.232
CROSS_PRODUCT_EVIDENCE_RECOVERY,2,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.554
UNVERIFIED_EVIDENCE_RECOVERY,2,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.444
OUTPUT_SCHEMA_REGENERATION,2,ON,True,PASS,RETRY_GENERATION,True,True,True,1,False,,False,2.727
MCP_SEARCH_TIMEOUT_RECOVERY,2,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.296
RETRY_BUDGET_EXHAUSTION,2,ON,True,ESCALATE,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.251
NO_EVIDENCE_FAIL_CLOSED,2,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:NO_EVIDENCE,False,2.438
SAFETY_CONFLICT_FAIL_CLOSED,2,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:SAFETY_CONFLICT,False,2.743
UNSUPPORTED_FUNCTION_HITL,2,ON,True,HUMAN_REVIEW,HUMAN_REVIEW,True,True,False,0,False,,True,4.385
PROCESSING_TIMEOUT_HANDOFF,2,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,AI_PROCESSING_TIMEOUT,False,2.606
MCP_NONRETRYABLE_HANDOFF,2,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,MCP_TOOL_FAILURE,False,2.54
RUNTIME_PRODUCT_NOT_APPROVED,2,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:RUNTIME_PRODUCT_NOT_APPROVED,False,2.675
VALID_CONTROL,3,ON,False,PASS,PASS,True,True,False,0,False,,False,2.259
CROSS_PRODUCT_EVIDENCE_RECOVERY,3,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.398
UNVERIFIED_EVIDENCE_RECOVERY,3,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.509
OUTPUT_SCHEMA_REGENERATION,3,ON,True,PASS,RETRY_GENERATION,True,True,True,1,False,,False,2.172
MCP_SEARCH_TIMEOUT_RECOVERY,3,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.186
RETRY_BUDGET_EXHAUSTION,3,ON,True,ESCALATE,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.204
NO_EVIDENCE_FAIL_CLOSED,3,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:NO_EVIDENCE,False,2.454
SAFETY_CONFLICT_FAIL_CLOSED,3,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:SAFETY_CONFLICT,False,2.574
UNSUPPORTED_FUNCTION_HITL,3,ON,True,HUMAN_REVIEW,HUMAN_REVIEW,True,True,False,0,False,,True,4.225
PROCESSING_TIMEOUT_HANDOFF,3,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,AI_PROCESSING_TIMEOUT,False,2.388
MCP_NONRETRYABLE_HANDOFF,3,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,MCP_TOOL_FAILURE,False,2.484
RUNTIME_PRODUCT_NOT_APPROVED,3,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:RUNTIME_PRODUCT_NOT_APPROVED,False,2.433
VALID_CONTROL,4,ON,False,PASS,PASS,True,True,False,0,False,,False,2.279
CROSS_PRODUCT_EVIDENCE_RECOVERY,4,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.428
UNVERIFIED_EVIDENCE_RECOVERY,4,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.464
OUTPUT_SCHEMA_REGENERATION,4,ON,True,PASS,RETRY_GENERATION,True,True,True,1,False,,False,2.318
MCP_SEARCH_TIMEOUT_RECOVERY,4,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.397
RETRY_BUDGET_EXHAUSTION,4,ON,True,ESCALATE,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.249
NO_EVIDENCE_FAIL_CLOSED,4,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:NO_EVIDENCE,False,4.496
SAFETY_CONFLICT_FAIL_CLOSED,4,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:SAFETY_CONFLICT,False,2.498
UNSUPPORTED_FUNCTION_HITL,4,ON,True,HUMAN_REVIEW,HUMAN_REVIEW,True,True,False,0,False,,True,4.376
PROCESSING_TIMEOUT_HANDOFF,4,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,AI_PROCESSING_TIMEOUT,False,2.515
MCP_NONRETRYABLE_HANDOFF,4,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,MCP_TOOL_FAILURE,False,8.488
RUNTIME_PRODUCT_NOT_APPROVED,4,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:RUNTIME_PRODUCT_NOT_APPROVED,False,2.665
VALID_CONTROL,5,ON,False,PASS,PASS,True,True,False,0,False,,False,2.415
CROSS_PRODUCT_EVIDENCE_RECOVERY,5,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.318
UNVERIFIED_EVIDENCE_RECOVERY,5,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.222
OUTPUT_SCHEMA_REGENERATION,5,ON,True,PASS,RETRY_GENERATION,True,True,True,1,False,,False,2.119
MCP_SEARCH_TIMEOUT_RECOVERY,5,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.125
RETRY_BUDGET_EXHAUSTION,5,ON,True,ESCALATE,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.36
NO_EVIDENCE_FAIL_CLOSED,5,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:NO_EVIDENCE,False,2.47
SAFETY_CONFLICT_FAIL_CLOSED,5,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:SAFETY_CONFLICT,False,2.585
UNSUPPORTED_FUNCTION_HITL,5,ON,True,HUMAN_REVIEW,HUMAN_REVIEW,True,True,False,0,False,,True,4.585
PROCESSING_TIMEOUT_HANDOFF,5,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,AI_PROCESSING_TIMEOUT,False,2.601
MCP_NONRETRYABLE_HANDOFF,5,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,MCP_TOOL_FAILURE,False,2.527
RUNTIME_PRODUCT_NOT_APPROVED,5,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:RUNTIME_PRODUCT_NOT_APPROVED,False,2.589
VALID_CONTROL,6,ON,False,PASS,PASS,True,True,False,0,False,,False,4.68
CROSS_PRODUCT_EVIDENCE_RECOVERY,6,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.657
UNVERIFIED_EVIDENCE_RECOVERY,6,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.348
OUTPUT_SCHEMA_REGENERATION,6,ON,True,PASS,RETRY_GENERATION,True,True,True,1,False,,False,2.322
MCP_SEARCH_TIMEOUT_RECOVERY,6,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.306
RETRY_BUDGET_EXHAUSTION,6,ON,True,ESCALATE,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.206
NO_EVIDENCE_FAIL_CLOSED,6,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:NO_EVIDENCE,False,2.463
SAFETY_CONFLICT_FAIL_CLOSED,6,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:SAFETY_CONFLICT,False,2.475
UNSUPPORTED_FUNCTION_HITL,6,ON,True,HUMAN_REVIEW,HUMAN_REVIEW,True,True,False,0,False,,True,4.493
PROCESSING_TIMEOUT_HANDOFF,6,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,AI_PROCESSING_TIMEOUT,False,2.483
MCP_NONRETRYABLE_HANDOFF,6,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,MCP_TOOL_FAILURE,False,2.608
RUNTIME_PRODUCT_NOT_APPROVED,6,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:RUNTIME_PRODUCT_NOT_APPROVED,False,2.448
VALID_CONTROL,7,ON,False,PASS,PASS,True,True,False,0,False,,False,2.321
CROSS_PRODUCT_EVIDENCE_RECOVERY,7,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.284
UNVERIFIED_EVIDENCE_RECOVERY,7,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.151
OUTPUT_SCHEMA_REGENERATION,7,ON,True,PASS,RETRY_GENERATION,True,True,True,1,False,,False,2.137
MCP_SEARCH_TIMEOUT_RECOVERY,7,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.136
RETRY_BUDGET_EXHAUSTION,7,ON,True,ESCALATE,RETRY_RETRIEVAL,True,True,True,1,False,,False,3.046
NO_EVIDENCE_FAIL_CLOSED,7,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:NO_EVIDENCE,False,2.826
SAFETY_CONFLICT_FAIL_CLOSED,7,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:SAFETY_CONFLICT,False,2.495
UNSUPPORTED_FUNCTION_HITL,7,ON,True,HUMAN_REVIEW,HUMAN_REVIEW,True,True,False,0,False,,True,6.738
PROCESSING_TIMEOUT_HANDOFF,7,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,AI_PROCESSING_TIMEOUT,False,8.616
MCP_NONRETRYABLE_HANDOFF,7,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,MCP_TOOL_FAILURE,False,2.981
RUNTIME_PRODUCT_NOT_APPROVED,7,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:RUNTIME_PRODUCT_NOT_APPROVED,False,2.493
VALID_CONTROL,8,ON,False,PASS,PASS,True,True,False,0,False,,False,2.209
CROSS_PRODUCT_EVIDENCE_RECOVERY,8,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.4
UNVERIFIED_EVIDENCE_RECOVERY,8,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.187
OUTPUT_SCHEMA_REGENERATION,8,ON,True,PASS,RETRY_GENERATION,True,True,True,1,False,,False,2.232
MCP_SEARCH_TIMEOUT_RECOVERY,8,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.366
RETRY_BUDGET_EXHAUSTION,8,ON,True,ESCALATE,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.247
NO_EVIDENCE_FAIL_CLOSED,8,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:NO_EVIDENCE,False,2.528
SAFETY_CONFLICT_FAIL_CLOSED,8,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:SAFETY_CONFLICT,False,2.594
UNSUPPORTED_FUNCTION_HITL,8,ON,True,HUMAN_REVIEW,HUMAN_REVIEW,True,True,False,0,False,,True,4.485
PROCESSING_TIMEOUT_HANDOFF,8,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,AI_PROCESSING_TIMEOUT,False,2.568
MCP_NONRETRYABLE_HANDOFF,8,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,MCP_TOOL_FAILURE,False,2.386
RUNTIME_PRODUCT_NOT_APPROVED,8,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:RUNTIME_PRODUCT_NOT_APPROVED,False,2.591
VALID_CONTROL,9,ON,False,PASS,PASS,True,True,False,0,False,,False,2.134
CROSS_PRODUCT_EVIDENCE_RECOVERY,9,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.258
UNVERIFIED_EVIDENCE_RECOVERY,9,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.263
OUTPUT_SCHEMA_REGENERATION,9,ON,True,PASS,RETRY_GENERATION,True,True,True,1,False,,False,2.187
MCP_SEARCH_TIMEOUT_RECOVERY,9,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.153
RETRY_BUDGET_EXHAUSTION,9,ON,True,ESCALATE,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.148
NO_EVIDENCE_FAIL_CLOSED,9,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:NO_EVIDENCE,False,2.548
SAFETY_CONFLICT_FAIL_CLOSED,9,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:SAFETY_CONFLICT,False,2.448
UNSUPPORTED_FUNCTION_HITL,9,ON,True,HUMAN_REVIEW,HUMAN_REVIEW,True,True,False,0,False,,True,4.257
