variant,case_id,case_type,exact_sales_code,expected_no_evidence,gate_blocked,gate_execution_path,ranked_result_count,hit_at_1,hit_at_3,hit_at_5,recall_at_1,recall_at_3,recall_at_5,mrr_at_5,ndcg_at_5,first_relevant_rank,no_evidence_success,wrong_product_hit_count,forbidden_model_hit_count,invalid_role_hit_count,ranking_latency_ms,passed
fixed512,RAG3-POS-018,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.430677,4,,0,0,0,0.0425,True
fixed512,RAG3-POS-019,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0496,True
fixed512,RAG3-POS-020,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0725,True
fixed512,RAG3-POS-021,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0416,True
fixed512,RAG3-POS-022,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0402,True
fixed512,RAG3-POS-023,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0398,True
fixed512,RAG3-POS-024,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0405,True
fixed512,RAG3-POS-025,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.042,True
fixed512,RAG3-POS-026,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0398,True
fixed512,RAG3-POS-027,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.039,True
fixed512,RAG3-POS-028,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0556,True
fixed512,RAG3-POS-029,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.073,True
fixed512,RAG3-POS-030,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0483,True
fixed512,RAG3-POS-031,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0469,True
fixed512,RAG3-POS-032,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0643,True
fixed512,RAG3-POS-033,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0447,True
fixed512,RAG3-POS-034,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0424,True
fixed512,RAG3-POS-035,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0627,True
fixed512,RAG3-POS-036,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0363,True
fixed512,RAG3-POS-037,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0405,True
fixed512,RAG3-POS-038,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0335,True
fixed512,RAG3-POS-039,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0319,True
fixed512,RAG3-POS-040,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0338,True
fixed512,RAG3-POS-041,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,5,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.430677,4,,0,0,0,0.0312,True
fixed512,RAG3-POS-042,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,5,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.430677,4,,0,0,0,0.0744,True
fixed512,RAG3-POS-043,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0615,True
fixed512,RAG3-NEG-001,NEGATIVE,WPUJAC104DWH,True,True,POLICY_BLOCK_UNSUPPORTED_CAPABILITY,0,,,,,,,,,,True,0,0,0,0.0,True
fixed512,RAG3-NEG-002,NEGATIVE,WPUIAC425SNW,True,False,PGVECTOR_QUERY,5,,,,,,,,,,False,0,5,0,0.0716,False
fixed512,RAG3-NEG-003,NEGATIVE,WPUIAC606SNW,True,False,PGVECTOR_QUERY,5,,,,,,,,,,False,0,5,0,0.0522,False
fixed512,RAG3-NEG-004,NEGATIVE,WPUJCC104D,True,True,POLICY_BLOCK_UNSUPPORTED_MODEL,0,,,,,,,,,,True,0,0,0,0.0,True
fixed512,RAG3-NEG-005,NEGATIVE,WPUIAC506SNW,True,True,POLICY_BLOCK_UNSUPPORTED_MODEL,0,,,,,,,,,,True,0,0,0,0.0,True
fixed512,RAG3-NEG-006,NEGATIVE,UNVERIFIED_FAQ,True,True,POLICY_BLOCK_UNSUPPORTED_MODEL,0,,,,,,,,,,True,0,0,0,0.0,True
fixed512,RAG3-NEG-007,NEGATIVE,WPUIAC999ZZZ,True,True,POLICY_BLOCK_UNSUPPORTED_MODEL,0,,,,,,,,,,True,0,0,0,0.0,True
section,RAG3-POS-001,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0728,True
section,RAG3-POS-002,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0497,True
section,RAG3-POS-003,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0556,True
section,RAG3-POS-004,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0528,True
section,RAG3-POS-005,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0327,True
section,RAG3-POS-006,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0281,True
section,RAG3-POS-007,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0275,True
section,RAG3-POS-008,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.029,True
section,RAG3-POS-009,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0308,True
section,RAG3-POS-010,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0272,True
section,RAG3-POS-011,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0274,True
section,RAG3-POS-012,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0366,True
section,RAG3-POS-013,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0336,True
section,RAG3-POS-014,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0408,True
section,RAG3-POS-015,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.032,True
section,RAG3-POS-016,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0312,True
section,RAG3-POS-017,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0302,True
section,RAG3-POS-018,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.027,True
section,RAG3-POS-019,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0427,True
section,RAG3-POS-020,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0393,True
section,RAG3-POS-021,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0318,True
section,RAG3-POS-022,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0276,True
section,RAG3-POS-023,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0274,True
section,RAG3-POS-024,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0427,True
section,RAG3-POS-025,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0396,True
section,RAG3-POS-026,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0346,True
section,RAG3-POS-027,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0332,True
section,RAG3-POS-028,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.033,True
section,RAG3-POS-029,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0347,True
section,RAG3-POS-030,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0338,True
section,RAG3-POS-031,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0384,True
section,RAG3-POS-032,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.033,True
section,RAG3-POS-033,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0322,True
section,RAG3-POS-034,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0493,True
section,RAG3-POS-035,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0343,True
section,RAG3-POS-036,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0337,True
section,RAG3-POS-037,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.041,True
section,RAG3-POS-038,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0738,True
section,RAG3-POS-039,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0355,True
section,RAG3-POS-040,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.042,True
